FIPS,Code,Name,Type,Year,Population,Median Household Income,Population Source,Median Household Income Source
5,AR,Arkansas,state,2015,2975626,41995,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
6,CA,California,state,2015,39032444,64500,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
8,CO,Colorado,state,2015,5440445,63909,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
9,CT,Connecticut,state,2015,3593862,71346,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
10,DE,Delaware,state,2015,944107,61255,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
11,DC,District of Columbia,district,2015,672736,75628,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
12,FL,Florida,state,2015,20268567,49426,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
13,GA,Georgia,state,2015,10199533,51244,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
15,HI,Hawaii,state,2015,1426320,73486,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
16,ID,Idaho,state,2015,1649324,48275,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
17,IL,Illinois,state,2015,12862051,59588,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
18,IN,Indiana,state,2015,6610596,50532,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
19,IA,Iowa,state,2015,3118473,54736,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
20,KS,Kansas,state,2015,2905789,53906,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
21,KY,Kentucky,state,2015,4422057,45215,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
22,LA,Louisiana,state,2015,4671211,45727,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
23,ME,Maine,state,2015,1327787,51494,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
24,MD,Maryland,state,2015,6000561,75847,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
25,MA,Massachusetts,state,2015,6794002,70628,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
26,MI,Michigan,state,2015,9918170,51084,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
27,MN,Minnesota,state,2015,5483238,63488,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
28,MS,Mississippi,state,2015,2985297,40593,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
29,MO,Missouri,state,2015,6072640,50238,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
30,MT,Montana,state,2015,1028317,49509,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
31,NE,Nebraska,state,2015,1893564,54996,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
32,NV,Nevada,state,2015,2883057,52431,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
33,NH,New Hampshire,state,2015,1330134,70303,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
34,NJ,New Jersey,state,2015,8960001,72222,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
35,NM,New Mexico,state,2015,2082264,45382,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
36,NY,New York,state,2015,19819347,60850,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
37,NC,North Carolina,state,2015,10041769,47830,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
38,ND,North Dakota,state,2015,754859,60557,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
39,OH,Ohio,state,2015,11606027,51075,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
40,OK,Oklahoma,state,2015,3904353,48568,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
41,OR,Oregon,state,2015,4016537,54148,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
42,PA,Pennsylvania,state,2015,12791124,55702,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
44,RI,Rhode Island,state,2015,1055916,58073,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
45,SC,South Carolina,state,2015,4892423,47238,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
46,SD,South Dakota,state,2015,854036,53017,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
47,TN,Tennessee,state,2015,6590726,47275,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
48,TX,Texas,state,2015,27454880,55653,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
49,UT,Utah,state,2015,2984917,62912,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
50,VT,Vermont,state,2015,624455,56990,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
51,VA,Virginia,state,2015,8366767,66262,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
53,WA,Washington,state,2015,7152818,64129,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
54,WV,West Virginia,state,2015,1839767,42019,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
55,WI,Wisconsin,state,2015,5759744,55638,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
56,WY,Wyoming,state,2015,586102,60214,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
60,AS,American Samoa,territory,2015,55519,23892,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
66,GU,Guam,territory,2015,159358,48274,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
69,MP,Northern Mariana Islands,territory,2015,53883,19958,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
72,PR,Puerto Rico,territory,2015,3473177,18626,"U.S. Census Bureau, 2015 Population Estimate","U.S. Census Bureau, 2015 American Community Survey 1-Year Estimates"
78,VI,U.S. Virgin Islands,territory,2015,106405,37254,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
1,AL,Alabama,state,2016,4860545,46257,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
2,AK,Alaska,state,2016,741522,76440,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
4,AZ,Arizona,state,2016,6908642,53558,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
5,AR,Arkansas,state,2016,2988231,44334,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
6,CA,California,state,2016,39296476,67739,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
8,CO,Colorado,state,2016,5530105,65685,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
9,CT,Connecticut,state,2016,3587685,73433,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
10,DE,Delaware,state,2016,952698,61757,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
11,DC,District of Columbia,district,2016,684336,75506,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
12,FL,Florida,state,2016,20656589,50860,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
13,GA,Georgia,state,2016,10313620,53559,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
15,HI,Hawaii,state,2016,1428683,74511,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
16,ID,Idaho,state,2016,1680026,51807,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
17,IL,Illinois,state,2016,12835726,60960,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
18,IN,Indiana,state,2016,6634007,52314,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
19,IA,Iowa,state,2016,3130869,56247,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
20,KS,Kansas,state,2016,2907731,54935,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
21,KY,Kentucky,state,2016,4436113,46659,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
22,LA,Louisiana,state,2016,4686157,45146,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
23,ME,Maine,state,2016,1330232,53079,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
24,MD,Maryland,state,2016,6024752,78945,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
25,MA,Massachusetts,state,2016,6823721,75297,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
26,MI,Michigan,state,2016,9933445,52492,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
27,MN,Minnesota,state,2016,5525050,65599,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
28,MS,Mississippi,state,2016,2985415,41754,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
29,MO,Missouri,state,2016,6091176,51746,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
30,MT,Montana,state,2016,1038656,50027,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
31,NE,Nebraska,state,2016,1907603,56927,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
32,NV,Nevada,state,2016,2939254,55180,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
33,NH,New Hampshire,state,2016,1335015,70936,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
34,NJ,New Jersey,state,2016,8978416,76126,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
35,NM,New Mexico,state,2016,2085432,46748,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
36,NY,New York,state,2016,19836286,62909,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
37,NC,North Carolina,state,2016,10156689,50584,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
38,ND,North Dakota,state,2016,755548,60656,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
39,OH,Ohio,state,2016,11622554,52334,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
40,OK,Oklahoma,state,2016,3921207,49176,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
41,OR,Oregon,state,2016,4085989,57532,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
42,PA,Pennsylvania,state,2016,12787085,56907,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
44,RI,Rhode Island,state,2016,1057566,60596,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
45,SC,South Carolina,state,2016,4959822,49501,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
46,SD,South Dakota,state,2016,861542,54467,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
47,TN,Tennessee,state,2016,6649404,48547,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
48,TX,Texas,state,2016,27904862,56565,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
49,UT,Utah,state,2016,3044321,65977,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
50,VT,Vermont,state,2016,623354,57677,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
51,VA,Virginia,state,2016,8414380,68114,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
53,WA,Washington,state,2016,7280934,67106,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
54,WV,West Virginia,state,2016,1828637,43385,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
55,WI,Wisconsin,state,2016,5772917,56811,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
56,WY,Wyoming,state,2016,584910,59882,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
60,AS,American Samoa,territory,2016,55519,23892,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
66,GU,Guam,territory,2016,159358,48274,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
69,MP,Northern Mariana Islands,territory,2016,53883,19958,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
72,PR,Puerto Rico,territory,2016,3406520,20078,"U.S. Census Bureau, 2016 Population Estimate","U.S. Census Bureau, 2016 American Community Survey 1-Year Estimates"
78,VI,U.S. Virgin Islands,territory,2016,106405,37254,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
1,AL,Alabama,state,2017,4874747,,"U.S. Census Bureau, 2017 Population Estimate ",
2,AK,Alaska,state,2017,739795,,"U.S. Census Bureau, 2017 Population Estimate ",
4,AZ,Arizona,state,2017,7016270,,"U.S. Census Bureau, 2017 Population Estimate ",
5,AR,Arkansas,state,2017,3004279,,"U.S. Census Bureau, 2017 Population Estimate ",
6,CA,California,state,2017,39536653,,"U.S. Census Bureau, 2017 Population Estimate ",
8,CO,Colorado,state,2017,5607154,,"U.S. Census Bureau, 2017 Population Estimate ",
9,CT,Connecticut,state,2017,3588184,,"U.S. Census Bureau, 2017 Population Estimate ",
10,DE,Delaware,state,2017,961939,,"U.S. Census Bureau, 2017 Population Estimate ",
11,DC,District of Columbia,district,2017,693972,,"U.S. Census Bureau, 2017 Population Estimate ",
12,FL,Florida,state,2017,20984400,,"U.S. Census Bureau, 2017 Population Estimate ",
13,GA,Georgia,state,2017,10429379,,"U.S. Census Bureau, 2017 Population Estimate ",
15,HI,Hawaii,state,2017,1427538,,"U.S. Census Bureau, 2017 Population Estimate ",
16,ID,Idaho,state,2017,1716943,,"U.S. Census Bureau, 2017 Population Estimate ",
17,IL,Illinois,state,2017,12802023,,"U.S. Census Bureau, 2017 Population Estimate ",
18,IN,Indiana,state,2017,6666818,,"U.S. Census Bureau, 2017 Population Estimate ",
19,IA,Iowa,state,2017,3145711,,"U.S. Census Bureau, 2017 Population Estimate ",
20,KS,Kansas,state,2017,2913123,,"U.S. Census Bureau, 2017 Population Estimate ",
21,KY,Kentucky,state,2017,4454189,,"U.S. Census Bureau, 2017 Population Estimate ",
22,LA,Louisiana,state,2017,4684333,,"U.S. Census Bureau, 2017 Population Estimate ",
23,ME,Maine,state,2017,1335907,,"U.S. Census Bureau, 2017 Population Estimate ",
24,MD,Maryland,state,2017,6052177,,"U.S. Census Bureau, 2017 Population Estimate ",
25,MA,Massachusetts,state,2017,6859819,,"U.S. Census Bureau, 2017 Population Estimate ",
26,MI,Michigan,state,2017,9962311,,"U.S. Census Bureau, 2017 Population Estimate ",
27,MN,Minnesota,state,2017,5576606,,"U.S. Census Bureau, 2017 Population Estimate ",
28,MS,Mississippi,state,2017,2984100,,"U.S. Census Bureau, 2017 Population Estimate ",
29,MO,Missouri,state,2017,6113532,,"U.S. Census Bureau, 2017 Population Estimate ",
30,MT,Montana,state,2017,1050493,,"U.S. Census Bureau, 2017 Population Estimate ",
31,NE,Nebraska,state,2017,1920076,,"U.S. Census Bureau, 2017 Population Estimate ",
32,NV,Nevada,state,2017,2998039,,"U.S. Census Bureau, 2017 Population Estimate ",
33,NH,New Hampshire,state,2017,1342795,,"U.S. Census Bureau, 2017 Population Estimate ",
34,NJ,New Jersey,state,2017,9005644,,"U.S. Census Bureau, 2017 Population Estimate ",
35,NM,New Mexico,state,2017,2088070,,"U.S. Census Bureau, 2017 Population Estimate ",
36,NY,New York,state,2017,19849399,,"U.S. Census Bureau, 2017 Population Estimate ",
37,NC,North Carolina,state,2017,10273419,,"U.S. Census Bureau, 2017 Population Estimate ",
38,ND,North Dakota,state,2017,755393,,"U.S. Census Bureau, 2017 Population Estimate ",
39,OH,Ohio,state,2017,11658609,,"U.S. Census Bureau, 2017 Population Estimate ",
40,OK,Oklahoma,state,2017,3930864,,"U.S. Census Bureau, 2017 Population Estimate ",
41,OR,Oregon,state,2017,4142776,,"U.S. Census Bureau, 2017 Population Estimate ",
42,PA,Pennsylvania,state,2017,12805537,,"U.S. Census Bureau, 2017 Population Estimate ",
44,RI,Rhode Island,state,2017,1059639,,"U.S. Census Bureau, 2017 Population Estimate ",
45,SC,South Carolina,state,2017,5024369,,"U.S. Census Bureau, 2017 Population Estimate ",
46,SD,South Dakota,state,2017,869666,,"U.S. Census Bureau, 2017 Population Estimate ",
47,TN,Tennessee,state,2017,6715984,,"U.S. Census Bureau, 2017 Population Estimate ",
48,TX,Texas,state,2017,28304596,,"U.S. Census Bureau, 2017 Population Estimate ",
49,UT,Utah,state,2017,3101833,,"U.S. Census Bureau, 2017 Population Estimate ",
50,VT,Vermont,state,2017,623657,,"U.S. Census Bureau, 2017 Population Estimate ",
51,VA,Virginia,state,2017,8470020,,"U.S. Census Bureau, 2017 Population Estimate ",
53,WA,Washington,state,2017,7405743,,"U.S. Census Bureau, 2017 Population Estimate ",
54,WV,West Virginia,state,2017,1815857,,"U.S. Census Bureau, 2017 Population Estimate ",
55,WI,Wisconsin,state,2017,5795483,,"U.S. Census Bureau, 2017 Population Estimate ",
56,WY,Wyoming,state,2017,579315,,"U.S. Census Bureau, 2017 Population Estimate ",
60,AS,American Samoa,territory,2017,55519,23892,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
66,GU,Guam,territory,2017,159358,48274,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
69,MP,Northern Mariana Islands,territory,2017,53883,19958,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
72,PR,Puerto Rico,territory,2017,3337177,,"U.S. Census Bureau, 2017 Population Estimate ",
78,VI,U.S. Virgin Islands,territory,2017,106405,37254,"U.S. Census Bureau, 2010 Census","U.S. Census Bureau, 2010 Census"
